+-------------------------------------------------------+
|                       Zipf's law                      |
+----------------------------+-------+-------+----------+
|            word            |  rank | count | constant |
|          catalans          |  675  |   20  |  13500   |
|            vois            |  676  |   20  |  13520   |
|            vais            |  677  |   20  |  13540   |
|           femme            |  678  |   20  |  13560   |
|           sortit           |  679  |   20  |  13580   |
|          fortune           |  680  |   20  |  13600   |
|            tuer            |  681  |   20  |  13620   |
|           repas            |  682  |   20  |  13640   |
|           trouva           |  683  |   20  |  13660   |
|           sujet            |  684  |   19  |  12996   |
|        philosophie         |  685  |   19  |  13015   |
|            mis             |  686  |   19  |  13034   |
|          présence          |  687  |   19  |  13053   |
|         recherche          |  688  |   19  |  13072   |
|            type            |  689  |   19  |  13091   |
|          inutile           |  690  |   19  |  13110   |
|          parfois           |  691  |   19  |  13129   |
|          faisant           |  692  |   19  |  13148   |
|           rester           |  693  |   19  |  13167   |
|       modifications        |  694  |   19  |  13186   |
|          langues           |  695  |   19  |  13205   |
|           modèle           |  696  |   19  |  13224   |
|            sept            |  697  |   19  |  13243   |
|        gouvernement        |  698  |   19  |  13262   |
|          naturels          |  699  |   19  |  13281   |
|           large            |  700  |   19  |  13300   |
|           sphère           |  701  |   19  |  13319   |
|           nuages           |  702  |   19  |  13338   |
|           aurait           |  703  |   19  |  13357   |
|            dès             |  704  |   19  |  13376   |
|         nouvelles          |  705  |   19  |  13395   |
|            pâle            |  706  |   19  |  13414   |
|           pouvez           |  707  |   19  |  13433   |
|          d’avoir           |  708  |   19  |  13452   |
|           ordres           |  709  |   19  |  13471   |
|          êtesvous          |  710  |   19  |  13490   |
|           laissa           |  711  |   19  |  13509   |
|           verre            |  712  |   19  |  13528   |
|           demain           |  713  |   19  |  13547   |
|           assis            |  714  |   19  |  13566   |
|        bonapartiste        |  715  |   19  |  13585   |
|           resté            |  716  |   19  |  13604   |
|          certaine          |  717  |   18  |  12906   |
|           existe           |  718  |   18  |  12924   |
|            site            |  719  |   18  |  12942   |
|            web             |  720  |   18  |  12960   |
|            lun             |  721  |   18  |  12978   |
|          proches           |  722  |   18  |  12996   |
|          manière           |  723  |   18  |  13014   |
|           permet           |  724  |   18  |  13032   |
|            hors            |  725  |   18  |  13050   |
|          qualité           |  726  |   18  |  13068   |
|          histoire          |  727  |   18  |  13086   |
|           outre            |  728  |   18  |  13104   |
|          répondre          |  729  |   18  |  13122   |
|           niveau           |  730  |   18  |  13140   |
|          catalan           |  731  |   18  |  13158   |
|          anglais           |  732  |   18  |  13176   |
|         diminution         |  733  |   18  |  13194   |
|        généralement        |  734  |   18  |  13212   |
|             an             |  735  |   18  |  13230   |
|           auquel           |  736  |   18  |  13248   |
|             al             |  737  |   18  |  13266   |
|         nébuleuse          |  738  |   18  |  13284   |
|           proche           |  739  |   18  |  13302   |
|           espèce           |  740  |   18  |  13320   |
|           quinze           |  741  |   18  |  13338   |
|          troyens           |  742  |   18  |  13356   |
|           voisin           |  743  |   18  |  13374   |
|          beyrouth          |  744  |   18  |  13392   |
|           poste            |  745  |   18  |  13410   |
|            état            |  746  |   18  |  13428   |
|         quelqu’un          |  747  |   18  |  13446   |
|            port            |  748  |   18  |  13464   |
|          leclère           |  749  |   18  |  13482   |
|           resta            |  750  |   18  |  13500   |
|         c’estàdire         |  751  |   18  |  13518   |
|           debout           |  752  |   18  |  13536   |
|           tomber           |  753  |   18  |  13554   |
|           bouche           |  754  |   18  |  13572   |
|         tranquille         |  755  |   18  |  13590   |
|         lendemain          |  756  |   18  |  13608   |
|            pain            |  757  |   18  |  13626   |
|         troisième          |  758  |   18  |  13644   |
|          entendre          |  759  |   18  |  13662   |
|          cerveau           |  760  |   18  |  13680   |
|          laisser           |  761  |   17  |  12937   |
|          l’esprit          |  762  |   17  |  12954   |
|           sorte            |  763  |   17  |  12971   |
|         l’endroit          |  764  |   17  |  12988   |
|            quil            |  765  |   17  |  13005   |
|           audelà           |  766  |   17  |  13022   |
|         structure          |  767  |   17  |  13039   |
|           source           |  768  |   17  |  13056   |
|         nombreuses         |  769  |   17  |  13073   |
|          janvier           |  770  |   17  |  13090   |
