+-------------------------------------------------------+
|                       Zipf's law                      |
+----------------------------+-------+-------+----------+
|            word            |  rank | count | constant |
|           lança            | 10258 |   1   |  10258   |
|       continuatelle        | 10259 |   1   |  10259   |
|           flegme           | 10260 |   1   |  10260   |
|         implacable         | 10261 |   1   |  10261   |
|         monterais          | 10262 |   1   |  10262   |
|         jetterais          | 10263 |   1   |  10263   |
|        affreusement        | 10264 |   1   |  10264   |
|            t’es            | 10265 |   1   |  10265   |
|          d’ennemi          | 10266 |   1   |  10266   |
|            fixa            | 10267 |   1   |  10267   |
|          fasciné           | 10268 |   1   |  10268   |
|          furieuse          | 10269 |   1   |  10269   |
|        l’ascendant         | 10270 |   1   |  10270   |
|          exerçait          | 10271 |   1   |  10271   |
|        s’écriaitil         | 10272 |   1   |  10272   |
|           noyant           | 10273 |   1   |  10273   |
|         délivrera          | 10274 |   1   |  10274   |
|          attablé           | 10275 |   1   |  10275   |
|            estu            | 10276 |   1   |  10276   |
|           n’aies           | 10277 |   1   |  10277   |
|          trompés           | 10278 |   1   |  10278   |
|        triompherait        | 10279 |   1   |  10279   |
|         décidestu          | 10280 |   1   |  10280   |
|           essuya           | 10281 |   1   |  10281   |
|         l’ombrage          | 10282 |   1   |  10282   |
|         fraîcheur          | 10283 |   1   |  10283   |
|           sièges           | 10284 |   1   |  10284   |
|        entouraient         | 10285 |   1   |  10285   |
|          courais           | 10286 |   1   |  10286   |
|         n’allasses         | 10287 |   1   |  10287   |
|          empêcher          | 10288 |   1   |  10288   |
|           pintes           | 10289 |   1   |  10289   |
|          entamant          | 10290 |   1   |  10290   |
|        l’entretien         | 10291 |   1   |  10291   |
|          déconfit          | 10292 |   1   |  10292   |
|         accompagna         | 10293 |   1   |  10293   |
|           moques           | 10294 |   1   |  10294   |
|          soupire           | 10295 |   1   |  10295   |
|        répondsnous         | 10296 |   1   |  10296   |
|          crispant          | 10297 |   1   |  10297   |
|           voistu           | 10298 |   1   |  10298   |
|         amoureuse          | 10299 |   1   |  10299   |
|          d’aimer           | 10300 |   1   |  10300   |
|         supplanter         | 10301 |   1   |  10301   |
|          feignant          | 10302 |   1   |  10302   |
|          infidèle          | 10303 |   1   |  10303   |
|           buvait           | 10304 |   1   |  10304   |
|           fumeux           | 10305 |   1   |  10305   |
|         l’heureuse         | 10306 |   1   |  10306   |
|         contrarie          | 10307 |   1   |  10307   |
|         j’oserais          | 10308 |   1   |  10308   |
|          versant           | 10309 |   1   |  10309   |
|          huitième          | 10310 |   1   |  10310   |
|          effleuré          | 10311 |   1   |  10311   |
|           épouse           | 10312 |   1   |  10312   |
|        enveloppait         | 10313 |   1   |  10313   |
|          perçant           | 10314 |   1   |  10314   |
|           étudia           | 10315 |   1   |  10315   |
|         prémédité          | 10316 |   1   |  10316   |
|          l’envie           | 10317 |   1   |  10317   |
|           buvons           | 10318 |   1   |  10318   |
|          alourdie          | 10319 |   1   |  10319   |
|          l’avala           | 10320 |   1   |  10320   |
|       qu’aperçoisje        | 10321 |   1   |  10321   |
|          doutent           | 10322 |   1   |  10322   |
|        s’embrassent        | 10323 |   1   |  10323   |
|        décomposait         | 10324 |   1   |  10324   |
|       reconnaissais        | 10325 |   1   |  10325   |
|         ditesnous          | 10326 |   1   |  10326   |
|           entêté           | 10327 |   1   |  10327   |
|         affectant          | 10328 |   1   |  10328   |
|          ténacité          | 10329 |   1   |  10329   |
|          ivrognes          | 10330 |   1   |  10330   |
|          s’aimer           | 10331 |   1   |  10331   |
|        aiguillonné         | 10332 |   1   |  10332   |
|          taureau           | 10333 |   1   |  10333   |
|       banderilleros        | 10334 |   1   |  10334   |
|          ramasser          | 10335 |   1   |  10335   |
|           riante           | 10336 |   1   |  10336   |
|          rayonner          | 10337 |   1   |  10337   |
|           abruti           | 10338 |   1   |  10338   |
|           dominé           | 10339 |   1   |  10339   |
|          tirerai           | 10340 |   1   |  10340   |
|          niaislà           | 10341 |   1   |  10341   |
|          murmurat          | 10342 |   1   |  10342   |
|         grandpeur          | 10343 |   1   |  10343   |
|          poltron           | 10344 |   1   |  10344   |
|         s’enivrer          | 10345 |   1   |  10345   |
|            fiel            | 10346 |   1   |  10346   |
|         siciliens          | 10347 |   1   |  10347   |
|         calabrais          | 10348 |   1   |  10348   |
|          vengent           | 10349 |   1   |  10349   |
|            bœuf            | 10350 |   1   |  10350   |
|          boucher           | 10351 |   1   |  10351   |
|          épousera          | 10352 |   1   |  10352   |
|          moquera           | 10353 |   1   |  10353   |
|         assureton          | 10354 |   1   |  10354   |
|         appelezmoi         | 10355 |   1   |  10355   |
|         pardonner          | 10356 |   1   |  10356   |
|        incessamment        | 10357 |   1   |  10357   |
|            papa            | 10358 |   1   |  10358   |
|           pâteux           | 10359 |   1   |  10359   |
|          verrions          | 10360 |   1   |  10360   |
|         s’écarter          | 10361 |   1   |  10361   |
|           expira           | 10362 |   1   |  10362   |
|         paraissiez         | 10363 |   1   |  10363   |
|          j’aille           | 10364 |   1   |  10364   |
|          remplir           | 10365 |   1   |  10365   |
|          criatil           | 10366 |   1   |  10366   |
|        accompagnant        | 10367 |   1   |  10367   |
|        continuèrent        | 10368 |   1   |  10368   |
|         balbutiait         | 10369 |   1   |  10369   |
|           aimiez           | 10370 |   1   |  10370   |
|         l’adorais          | 10371 |   1   |  10371   |
|        connaissons         | 10372 |   1   |  10372   |
|       qu’agissaient        | 10373 |   1   |  10373   |
|         l’évangile         | 10374 |   1   |  10374   |
|         poignarder         | 10375 |   1   |  10375   |
|           menacé           | 10376 |   1   |  10376   |
|        exécuterait         | 10377 |   1   |  10377   |
|          immuable          | 10378 |   1   |  10378   |
|          mourrais          | 10379 |   1   |  10379   |
|           avinée           | 10380 |   1   |  10380   |
|           ivres            | 10381 |   1   |  10381   |
|           achève           | 10382 |   1   |  10382   |
|          boirais           | 10383 |   1   |  10383   |
|          cologne           | 10384 |   1   |  10384   |
|          avidité           | 10385 |   1   |  10385   |
|        interrompue         | 10386 |   1   |  10386   |
|          chanter           | 10387 |   1   |  10387   |
|           vogue            | 10388 |   1   |  10388   |
|          buveurs           | 10389 |   1   |  10389   |
|           déluge           | 10390 |   1   |  10390   |
|          voudriez          | 10391 |   1   |  10391   |
|          ajoutiez          | 10392 |   1   |  10392   |
|         ajoutaisje         | 10393 |   1   |  10393   |
|          n’épouse          | 10394 |   1   |  10394   |
|          séparera          | 10395 |   1   |  10395   |
|         raisonnez          | 10396 |   1   |  10396   |
|         coquillage         | 10397 |   1   |  10397   |
|           finaud           | 10398 |   1   |  10398   |
|           malin            | 10399 |   1   |  10399   |
|          fâcheux           | 10400 |   1   |  10400   |
|           mourût           | 10401 |   1   |  10401   |
|         laissezle          | 10402 |   1   |  10402   |
|          disjoint          | 10403 |   1   |  10403   |
|          supposez          | 10404 |   1   |  10404   |
|           venge            | 10405 |   1   |  10405   |
|         mettraiton         | 10406 |   1   |  10406   |
|            volé            | 10407 |   1   |  10407   |
|           vaisje           | 10408 |   1   |  10408   |
|            hait            | 10409 |   1   |  10409   |
|           j’agis           | 10410 |   1   |  10410   |
|         tirezvous          | 10411 |   1   |  10411   |
|         d’affaire          | 10412 |   1   |  10412   |
|         l’exécute          | 10413 |   1   |  10413   |
|          d’homme           | 10414 |   1   |  10414   |
|         laissenous         | 10415 |   1   |  10415   |
|           vidant           | 10416 |   1   |  10416   |
|          ruminent          | 10417 |   1   |  10417   |
|         inventent          | 10418 |   1   |  10418   |
|          inventez          | 10419 |   1   |  10419   |
|          demandés          | 10420 |   1   |  10420   |
|       donnezlesnous        | 10421 |   1   |  10421   |
|        l’assassiner        | 10422 |   1   |  10422   |
|          d’encre           | 10423 |   1   |  10423   |
|          pistolet          | 10424 |   1   |  10424   |
|           drôle            | 10425 |   1   |  10425   |
|         versezlui          | 10426 |   1   |  10426   |
|           buveur           | 10427 |   1   |  10427   |
|          reposât           | 10428 |   1   |  10428   |
|         dénonçait          | 10429 |   1   |  10429   |
|         dénoncerai         | 10430 |   1   |  10430   |
|         confronte          | 10431 |   1   |  10431   |
|          dénoncé           | 10432 |   1   |  10432   |
|         d’écorcher         | 10433 |   1   |  10433   |
|          décidait          | 10434 |   1   |  10434   |
|          tremper           | 10435 |   1   |  10435   |
|          précepte          | 10436 |   1   |  10436   |
|         habituelle         | 10437 |   1   |  10437   |
|          d’aucune          | 10438 |   1   |  10438   |
|           plier            | 10439 |   1   |  10439   |
|           royal            | 10440 |   1   |  10440   |
|           jouant           | 10441 |   1   |  10441   |
|         entraîner          | 10442 |   1   |  10442   |
|          infamie           | 10443 |   1   |  10443   |
|        plaisantant         | 10444 |   1   |  10444   |
|          arrivât           | 10445 |   1   |  10445   |
|          froissa           | 10446 |   1   |  10446   |
|          couvait           | 10447 |   1   |  10447   |
|        dénonciateur        | 10448 |   1   |  10448   |
|             bu             | 10449 |   1   |  10449   |
|         continues          | 10450 |   1   |  10450   |
|          pourras           | 10451 |   1   |  10451   |
|          fatuité           | 10452 |   1   |  10452   |
|          donnemoi          | 10453 |   1   |  10453   |
|         rentrestu          | 10454 |   1   |  10454   |
|          retourne          | 10455 |   1   |  10455   |
|            aise            | 10456 |   1   |  10456   |
|          profita           | 10457 |   1   |  10457   |
|         riveneuve          | 10458 |   1   |  10458   |
|        saintvictor         | 10459 |   1   |  10459   |
|           pillon           | 10460 |   1   |  10460   |
|           menti            | 10461 |   1   |  10461   |
|          trompes           | 10462 |   1   |  10462   |
|            juré            | 10463 |   1   |  10463   |
|         diaprèrent         | 10464 |   1   |  10464   |
|         desquelles         | 10465 |   1   |  10465   |
|          chargée           | 10466 |   1   |  10466   |
|         promeneurs         | 10467 |   1   |  10467   |
|         impatients         | 10468 |   1   |  10468   |
|        privilégiés         | 10469 |   1   |  10469   |
|         toilettes          | 10470 |   1   |  10470   |
|         circulait          | 10471 |   1   |  10471   |
|          honorer           | 10472 |   1   |  10472   |
|          n’osait           | 10473 |   1   |  10473   |
|          confirma          | 10474 |   1   |  10474   |
|         viendrait          | 10475 |   1   |  10475   |
|          unanime           | 10476 |   1   |  10476   |
|        confirmation        | 10477 |   1   |  10477   |
|        remerciaient        | 10478 |   1   |  10478   |
|          harmonie          | 10479 |   1   |  10479   |
|          dépêcha           | 10480 |   1   |  10480   |
|           hâter            | 10481 |   1   |  10481   |
|          n’eurent          | 10482 |   1   |  10482   |
|           amies            | 10483 |   1   |  10483   |
|         catalanes          | 10484 |   1   |  10484   |
|         bénissait          | 10485 |   1   |  10485   |
|       s’acquittèrent       | 10486 |   1   |  10486   |
|       d’ambassadeurs       | 10487 |   1   |  10487   |
|          échangé           | 10488 |   1   |  10488   |
|         vigoureuse         | 10489 |   1   |  10489   |
|          amicale           | 10490 |   1   |  10490   |
|           ranger           | 10491 |   1   |  10491   |
|          taffetas          | 10492 |   1   |  10492   |
|          épinglé           | 10493 |   1   |  10493   |
|            orné            | 10494 |   1   |  10494   |
|          d’acier           | 10495 |   1   |  10495   |
|         mouchetés          | 10496 |   1   |  10496   |
|           cornes           | 10497 |   1   |  10497   |
|           rubans           | 10498 |   1   |  10498   |
|         s’appuyait         | 10499 |   1   |  10499   |
|          recourbé          | 10500 |   1   |  10500   |
|           pedum            | 10501 |   1   |  10501   |
|         muscadins          | 10502 |   1   |  10502   |
|         paradaient         | 10503 |   1   |  10503   |
|          jardins           | 10504 |   1   |  10504   |
|        nouvellement        | 10505 |   1   |  10505   |
|          rouverts          | 10506 |   1   |  10506   |
|         luxembourg         | 10507 |   1   |  10507   |
|           glissé           | 10508 |   1   |  10508   |
|        réconcilier         | 10509 |   1   |  10509   |
|         réveillant         | 10510 |   1   |  10510   |
|          l’amant           | 10511 |   1   |  10511   |
|        désappointé         | 10512 |   1   |  10512   |
|          juvénile          | 10513 |   1   |  10513   |
|           d’yeux           | 10514 |   1   |  10514   |
|          subites           | 10515 |   1   |  10515   |
|         croissante         | 10516 |   1   |  10516   |
|        involontaire        | 10517 |   1   |  10517   |
|         l’uniforme         | 10518 |   1   |  10518   |
|           civil            | 10519 |   1   |  10519   |
|        rehaussaient        | 10520 |   1   |  10520   |
|          grecques          | 10521 |   1   |  10521   |
|           chypre           | 10522 |   1   |  10522   |
|            céos            | 10523 |   1   |  10523   |
|        arlésiennes         | 10524 |   1   |  10524   |
|         andalouses         | 10525 |   1   |  10525   |
|       l’entouraient        | 10526 |   1   |  10526   |
|       réjouissezvous       | 10527 |   1   |  10527   |
|         renouvelé          | 10528 |   1   |  10528   |
|        succéderait         | 10529 |   1   |  10529   |
|         donnèrent          | 10530 |   1   |  10530   |
|          pesants           | 10531 |   1   |  10531   |
|          mettrai           | 10532 |   1   |  10532   |
|          fitelle           | 10533 |   1   |  10533   |
|          pénétra           | 10534 |   1   |  10534   |
|         blêmirent          | 10535 |   1   |  10535   |
|          bistrée           | 10536 |   1   |  10536   |
|            mâle            | 10537 |   1   |  10537   |
|          affluer           | 10538 |   1   |  10538   |
|         fantaisie          | 10539 |   1   |  10539   |
|         saucissons         | 10540 |   1   |  10540   |
|           fumet            | 10541 |   1   |  10541   |
|          accentué          | 10542 |   1   |  10542   |
|         langoustes         | 10543 |   1   |  10543   |
|          cuirasse          | 10544 |   1   |  10544   |
|        éblouissante        | 10545 |   1   |  10545   |
|          prayres           | 10546 |   1   |  10546   |
|          oursins           | 10547 |   1   |  10547   |
|         châtaignes         | 10548 |   1   |  10548   |
|          piquante          | 10549 |   1   |  10549   |
|         clovisses          | 10550 |   1   |  10550   |
|         remplacer          | 10551 |   1   |  10551   |
|          gourmets          | 10552 |   1   |  10552   |
|          huîtres           | 10553 |   1   |  10553   |
|        horsd’œuvre         | 10554 |   1   |  10554   |
|          délicats          | 10555 |   1   |  10555   |
|            rive            | 10556 |   1   |  10556   |
|        sablonneuse         | 10557 |   1   |  10557   |
|       reconnaissants       | 10558 |   1   |  10558   |
|         désignent          | 10559 |   1   |  10559   |
|         générique          | 10560 |   1   |  10560   |
|         savourant          | 10561 |   1   |  10561   |
|           topaze           | 10562 |   1   |  10562   |
|          diraiton          | 10563 |   1   |  10563   |
|         l’entendez         | 10564 |   1   |  10564   |
|          oppresse          | 10565 |   1   |  10565   |
|          observa           | 10566 |   1   |  10566   |
|      impressionnable       | 10567 |   1   |  10567   |
|         absorbait          | 10568 |   1   |  10568   |
|         craindriez         | 10569 |   1   |  10569   |
|        m’épouvante         | 10570 |   1   |  10570   |
|         enchantées         | 10571 |   1   |  10571   |
|          dragons           | 10572 |   1   |  10572   |
|         conquérir          | 10573 |   1   |  10573   |
|        tourmentait         | 10574 |   1   |  10574   |
|        tressaillait        | 10575 |   1   |  10575   |
|         perlaient          | 10576 |   1   |  10576   |
|          d’orage           | 10577 |   1   |  10577   |
|          démentir          | 10578 |   1   |  10578   |
|        l’exception         | 10579 |   1   |  10579   |
|          aplanies          | 10580 |   1   |  10580   |
|           acheté           | 10581 |   1   |  10581   |
|            bans            | 10582 |   1   |  10582   |
|           maire            | 10583 |   1   |  10583   |
|        s’appellera         | 10584 |   1   |  10584   |
|           brûla            | 10585 |   1   |  10585   |
|         défaillir          | 10586 |   1   |  10586   |
|       félicitations        | 10587 |   1   |  10587   |
|         parlezmoi          | 10588 |   1   |  10588   |
|         rondement          | 10589 |   1   |  10589   |
|          objecta           | 10590 |   1   |  10590   |
|          marions           | 10591 |   1   |  10591   |
|           excita           | 10592 |   1   |  10592   |
|           bravos           | 10593 |   1   |  10593   |
|          prenions          | 10594 |   1   |  10594   |
|          perdrez           | 10595 |   1   |  10595   |
|        perspective         | 10596 |   1   |  10596   |
|           festin           | 10597 |   1   |  10597   |
|          redoubla          | 10598 |   1   |  10598   |
|         l’hilarité         | 10599 |   1   |  10599   |
|           vains            | 10600 |   1   |  10600   |
|           coucou           | 10601 |   1   |  10601   |
|          hilarité          | 10602 |   1   |  10602   |
|          bruyante          | 10603 |   1   |  10603   |
|        individuelle        | 10604 |   1   |  10604   |
|        accompagnent        | 10605 |   1   |  10605   |
|         mécontents         | 10606 |   1   |  10606   |
|           levés            | 10607 |   1   |  10607   |
|           damné            | 10608 |   1   |  10608   |
|          d’isoler          | 10609 |   1   |  10609   |
|          chansons          | 10610 |   1   |  10610   |
|           germes           | 10611 |   1   |  10611   |
|         complotiez         | 10612 |   1   |  10612   |
|         l’heureux          | 10613 |   1   |  10613   |
|           coquin           | 10614 |   1   |  10614   |
|         m’appeler          | 10615 |   1   |  10615   |
|        partonsnous         | 10616 |   1   |  10616   |
|          sonnent           | 10617 |   1   |  10617   |
|           chœur            | 10618 |   1   |  10618   |
|           rebord           | 10619 |   1   |  10619   |
|         convulsif          | 10620 |   1   |  10620   |
|          croisée           | 10621 |   1   |  10621   |
|          confuse           | 10622 |   1   |  10622   |
|         cliquetis          | 10623 |   1   |  10623   |
|          d’armes           | 10624 |   1   |  10624   |
|         couvrirent         | 10625 |   1   |  10625   |
|         bruyantes          | 10626 |   1   |  10626   |
|         attirèrent         | 10627 |   1   |  10627   |
|          panneau           | 10628 |   1   |  10628   |
|          conduits          | 10629 |   1   |  10629   |
|         s’avançant         | 10630 |   1   |  10630   |
|          réparée           | 10631 |   1   |  10631   |
|           mandat           | 10632 |   1   |  10632   |
|         tournèrent         | 10633 |   1   |  10633   |
|         conservant         | 10634 |   1   |  10634   |
|           arrête           | 10635 |   1   |  10635   |
|         m’arrêtez          | 10636 |   1   |  10636   |
|       m’arrêtezvous        | 10637 |   1   |  10637   |
|        l’apprendra         | 10638 |   1   |  10638   |
|      l’inflexibilité       | 10639 |   1   |  10639   |
|         comprendra         | 10640 |   1   |  10640   |
|          négligé           | 10641 |   1   |  10641   |
|         représenta         | 10642 |   1   |  10642   |
|         effrayante         | 10643 |   1   |  10643   |
|          l’aurait          | 10644 |   1   |  10644   |
|          affligés          | 10645 |   1   |  10645   |
|         constitué          | 10646 |   1   |  10646   |
|          l’erreur          | 10647 |   1   |  10647   |
|        s’expliquer         | 10648 |   1   |  10648   |
|           n’irai           | 10649 |   1   |  10649   |
|         répondrais         | 10650 |   1   |  10650   |
|         montèrent          | 10651 |   1   |  10651   |
|          crièrent          | 10652 |   1   |  10652   |
|          stupeur           | 10653 |   1   |  10653   |
|           isolés           | 10654 |   1   |  10654   |
|        reconnurent         | 10655 |   1   |  10655   |
|          victimes          | 10656 |   1   |  10656   |
|          frappées          | 10657 |   1   |  10657   |
|          jetèrent          | 10658 |   1   |  10658   |
|         instinctif         | 10659 |   1   |  10659   |
|           parles           | 10660 |   1   |  10660   |
|        commentaient        | 10661 |   1   |  10661   |
|          rapporté          | 10662 |   1   |  10662   |
|          ballots           | 10663 |   1   |  10663   |
|         prohibées          | 10664 |   1   |  10664   |
|           colis            | 10665 |   1   |  10665   |
|          pastret           | 10666 |   1   |  10666   |
|           pascal           | 10667 |   1   |  10667   |
|         rattachant         | 10668 |   1   |  10668   |
|            pot             | 10669 |   1   |  10669   |
|         comprimée          | 10670 |   1   |  10670   |
|          murmurer          | 10671 |   1   |  10671   |
|        s’agitèrent         | 10672 |   1   |  10672   |
|          vedette           | 10673 |   1   |  10673   |
|       s’écrièrentils       | 10674 |   1   |  10674   |
|          pensions          | 10675 |   1   |  10675   |
|          l’accuse          | 10676 |   1   |  10676   |
|        rappelleront        | 10677 |   1   |  10677   |
|          toimême           | 10678 |   1   |  10678   |
|        passeraient         | 10679 |   1   |  10679   |
|         complices          | 10680 |   1   |  10680   |
|           mettra           | 10681 |   1   |  10681   |
|          retraite          | 10682 |   1   |  10682   |
|        laissonsles         | 10683 |   1   |  10683   |
|          pourront          | 10684 |   1   |  10684   |
|         ramenèrent         | 10685 |   1   |  10685   |
|          répandit          | 10686 |   1   |  10686   |
|        eussiezvous         | 10687 |   1   |  10687   |
|         rejoignant         | 10688 |   1   |  10688   |
|         regagnait          | 10689 |   1   |  10689   |
|          suspecte          | 10690 |   1   |  10690   |
|         aviezvous          | 10691 |   1   |  10691   |
|         soupçonne          | 10692 |   1   |  10692   |
|         regretter          | 10693 |   1   |  10693   |
|         subordonné         | 10694 |   1   |  10694   |
|         sévèrement         | 10695 |   1   |  10695   |
|           torts            | 10696 |   1   |  10696   |
|        l’hypocrite         | 10697 |   1   |  10697   |
|         maniement          | 10698 |   1   |  10698   |
|          sortira           | 10699 |   1   |  10699   |
|         remercier          | 10700 |   1   |  10700   |
|          concilie          | 10701 |   1   |  10701   |
|         surveillez         | 10702 |   1   |  10702   |
|         souffrent          | 10703 |   1   |  10703   |
|          pourrat           | 10704 |   1   |  10704   |
|          rejoins           | 10705 |   1   |  10705   |
|          froissé           | 10706 |   1   |  10706   |
|          ramassé           | 10707 |   1   |  10707   |
|          déguisé           | 10708 |   1   |  10708   |
|         conspirait         | 10709 |   1   |  10709   |
|          arlequin          | 10710 |   1   |  10710   |
|         donnerais          | 10711 |   1   |  10711   |
|          n’avons           | 10712 |   1   |  10712   |
|            amen            | 10713 |   1   |  10713   |
|          d’adieu           | 10714 |   1   |  10714   |
|         préoccupés         | 10715 |   1   |  10715   |
|           prévue           | 10716 |   1   |  10716   |
|          intérim           | 10717 |   1   |  10717   |
|          batelier          | 10718 |   1   |  10718   |
|          fontaine          | 10719 |   1   |  10719   |
|          méduses           | 10720 |   1   |  10720   |
|       l’architecture       | 10721 |   1   |  10721   |
|           bâties           | 10722 |   1   |  10722   |
|           puget            | 10723 |   1   |  10723   |
|         célébrait          | 10724 |   1   |  10724   |
|       appartenaient        | 10725 |   1   |  10725   |
|         d’anciens          | 10726 |   1   |  10726   |
|         démission          | 10727 |   1   |  10727   |
|          déserté           | 10728 |   1   |  10728   |
|          rassurée          | 10729 |   1   |  10729   |
|        remplaçants         | 10730 |   1   |  10730   |
|           payés            | 10731 |   1   |  10731   |
|           martyr           | 10732 |   1   |  10732   |
|          brûlante          | 10733 |   1   |  10733   |
|         acharnées          | 10734 |   1   |  10734   |
|          régnant           | 10735 |   1   |  10735   |
|         relevaient         | 10736 |   1   |  10736   |
|           bévues           | 10737 |   1   |  10737   |
|           moscou           | 10738 |   1   |  10738   |
|          leipsick          | 10739 |   1   |  10739   |
|          divorce           | 10740 |   1   |  10740   |
|         joséphine          | 10741 |   1   |  10741   |
|      l’anéantissement      | 10742 |   1   |  10742   |
|        recommençait        | 10743 |   1   |  10743   |
|         rappelait          | 10744 |   1   |  10744   |
|          l’exilé           | 10745 |   1   |  10745   |
|          hartwell          | 10746 |   1   |  10746   |
|        pacificateur        | 10747 |   1   |  10747   |
|        détachèrent         | 10748 |   1   |  10748   |
|         jonchèrent         | 10749 |   1   |  10749   |
|           nappe            | 10750 |   1   |  10750   |
|           minces           | 10751 |   1   |  10751   |
|          chassés           | 10752 |   1   |  10752   |
|         conspirer          | 10753 |   1   |  10753   |
|          châteaux          | 10754 |   1   |  10754   |
|          achetés           | 10755 |   1   |  10755   |
|         attachions         | 10756 |   1   |  10756   |
|         croulante          | 10757 |   1   |  10757   |
|         saluaient          | 10758 |   1   |  10758   |
|          perdions          | 10759 |   1   |  10759   |
|           nôtre            | 10760 |   1   |  10760   |
|         usurpateur         | 10761 |   1   |  10761   |
|         s’épouser          | 10762 |   1   |  10762   |
|           blonds           | 10763 |   1   |  10763   |
|           nacré            | 10764 |   1   |  10764   |
|          accaparé          | 10765 |   1   |  10765   |
|         renouveler         | 10766 |   1   |  10766   |
|          entendue          | 10767 |   1   |  10767   |
|         tendresse          | 10768 |   1   |  10768   |
|          fleurir           | 10769 |   1   |  10769   |
|          devienne          | 10770 |   1   |  10770   |
|         exigences          | 10771 |   1   |  10771   |
|          fertile           | 10772 |   1   |  10772   |
|          maternel          | 10773 |   1   |  10773   |
|          remplace          | 10774 |   1   |  10774   |
|         fanatisme          | 10775 |   1   |  10775   |
|          mahomet           | 10776 |   1   |  10776   |
|          suprêmes          | 10777 |   1   |  10777   |
|        législateur         | 10778 |   1   |  10778   |
|           volez            | 10779 |   1   |  10779   |
|         usurpation         | 10780 |   1   |  10780   |
|         piédestal          | 10781 |   1   |  10781   |
|             xv             | 10782 |   1   |  10782   |
|          vendôme           | 10783 |   1   |  10783   |
|          abaisse           | 10784 |   1   |  10784   |
|           élève            | 10785 |   1   |  10785   |
|         guillotine         | 10786 |   1   |  10786   |
|         d’infâmes          | 10787 |   1   |  10787   |
|         thermidor          | 10788 |   1   |  10788   |
|           dignes           | 10789 |   1   |  10789   |
|           fêtés            | 10790 |   1   |  10790   |
|           séides           | 10791 |   1   |  10791   |
|          terroir           | 10792 |   1   |  10792   |
|            voté            | 10793 |   1   |  10793   |
|        proscrivait         | 10794 |   1   |  10794   |
|           amenât           | 10795 |   1   |  10795   |
|         altération         | 10796 |   1   |  10796   |
|       diamétralement       | 10797 |   1   |  10797   |
|           montés           | 10798 |   1   |  10798   |
|          attachée          | 10799 |   1   |  10799   |
|           exilés           | 10800 |   1   |  10800   |
|          rallier           | 10801 |   1   |  10801   |
|         parlerait          | 10802 |   1   |  10802   |
|          joindrai          | 10803 |   1   |  10803   |
|         récriminer         | 10804 |   1   |  10804   |
|           renier           | 10805 |   1   |  10805   |
|            sève            | 10806 |   1   |  10806   |
|          rejeton           | 10807 |   1   |  10807   |
|          s’écarte          | 10808 |   1   |  10808   |
|          détacher          | 10809 |   1   |  10809   |
|           prêché           | 10810 |   1   |  10810   |
|         l’obtenir          | 10811 |   1   |  10811   |
|          oublions          | 10812 |   1   |  10812   |
|         inflexible         | 10813 |   1   |  10813   |
|        m’ordonnent         | 10814 |   1   |  10814   |
|        accusations         | 10815 |   1   |  10815   |
|         entretient         | 10816 |   1   |  10816   |
|        d’officiers         | 10817 |   1   |  10817   |
|         demisolde          | 10818 |   1   |  10818   |
|          frivole           | 10819 |   1   |  10819   |
|           duels            | 10820 |   1   |  10820   |
|        assassinats         | 10821 |   1   |  10821   |
|          d’artois          | 10822 |   1   |  10822   |
|           déloge           | 10823 |   1   |  10823   |
|        l’envoieton         | 10824 |   1   |  10824   |
|            delà            | 10825 |   1   |  10825   |
|         l’équateur         | 10826 |   1   |  10826   |
|         beaufrère          | 10827 |   1   |  10827   |
|          fusiller          | 10828 |   1   |  10828   |
|         d’enghien          | 10829 |   1   |  10829   |
|       saintealliance       | 10830 |   1   |  10830   |
|        inflexibles         | 10831 |   1   |  10831   |
|          réparons          | 10832 |   1   |  10832   |
|          vengeons          | 10833 |   1   |  10833   |
|         d’assises          | 10834 |   1   |  10834   |
|          factice           | 10835 |   1   |  10835   |
|           jouées           | 10836 |   1   |  10836   |
|          baissée           | 10837 |   1   |  10837   |
|          émotions          | 10838 |   1   |  10838   |
|           vaille           | 10839 |   1   |  10839   |
|         procurerai         | 10840 |   1   |  10840   |
|         pâlissante         | 10841 |   1   |  10841   |
|         poignards          | 10842 |   1   |  10842   |
|        s’aiguisent         | 10843 |   1   |  10843   |
|          dirigés           | 10844 |   1   |  10844   |
|      s’assombrissant       | 10845 |   1   |  10845   |
|         parlezvous         | 10846 |   1   |  10846   |
|         s’aggraver         | 10847 |   1   |  10847   |
|          l’ennemi          | 10848 |   1   |  10848   |
|       réfléchissent        | 10849 |   1   |  10849   |
|         cartouche          | 10850 |   1   |  10850   |
|        réfléchiront        | 10851 |   1   |  10851   |
|         autrichien         | 10852 |   1   |  10852   |
|          d’excuse          | 10853 |   1   |  10853   |
|          m’exalte          | 10854 |   1   |  10854   |
|          riposte           | 10855 |   1   |  10855   |
|          redouble          | 10856 |   1   |  10856   |
|          victoire          | 10857 |   1   |  10857   |
|          défaite           | 10858 |   1   |  10858   |
|          plaider           | 10859 |   1   |  10859   |
|        l’éloquence         | 10860 |   1   |  10860   |
|         sourirait          | 10861 |   1   |  10861   |
|        insuffisant         | 10862 |   1   |  10862   |
|         d’orgueil          | 10863 |   1   |  10863   |
|         qu’éprouve         | 10864 |   1   |  10864   |
|        culpabilité         | 10865 |   1   |  10865   |
